fecha	objective	metric	first_metric_only	boost_from_average	feature_pre_filter	verbosity	seed	max_depth	min_gain_to_split	max_bin	num_iterations	force_row_wise	learning_rate	feature_fraction	min_data_in_leaf	num_leaves	lambda_l1	lambda_l2	ratio_corte	iteracion_bayesiana	ganancia
20211014 175135	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	3	TRUE	0.0759881307631917	0.844625993283512	1138	514	10	33	0.0302969145721962	149	7812124.9535375
20211014 175153	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	76	TRUE	0.0783793170170672	0.696966479023197	2835	787	11	13	0.0315843369270821	150	7813124.9561625
20211014 175211	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	57	TRUE	0.077452234265767	0.832914563566539	1444	784	11	11	0.0331819303412181	151	7870624.9552625
20211014 175223	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	11	TRUE	0.0503309015280381	0.774497380097699	757	792	12	3	0.0328292700912294	152	7807124.95575
20211014 175232	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	25	TRUE	0.0832617436032556	0.132436490647099	5456	918	15	62	0.0314632427432496	153	7703624.955925
20211014 175244	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	16	TRUE	0.0464868108914979	0.878562524356809	5279	953	0	31	0.0310957112803264	154	7858874.956525
20211014 175258	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	26	TRUE	0.0646084860714898	0.793789221403608	1715	814	11	6	0.029102968429712	155	7856999.9565125
20211014 175308	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	26	TRUE	0.0678730809652247	0.270679383309023	997	430	17	64	0.0360414525945221	156	7860624.954625
20211014 175316	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	6	TRUE	0.0732891675156914	0.187006458783057	942	726	7	57	0.0358502512557435	157	7978124.9537125
20211014 175338	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	82	TRUE	0.0212827886294946	0.89208646513673	3062	228	16	52	0.0333306424930821	158	7869374.956525
20211014 175346	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	4	TRUE	0.0505715317065828	0.146601730302651	2873	1009	1	14	0.0334496122152532	159	7759124.957275
20211014 175355	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	4	TRUE	0.0377374345348775	0.192214920865814	4209	661	17	43	0.0337767789516485	160	7965624.9552375
20211014 175406	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	22	TRUE	0.034889002534505	0.219496153173712	317	788	12	57	0.0372099052234129	161	7831124.954375
20211014 175417	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	11	TRUE	0.0763369804637507	0.906116645938833	743	24	5	47	0.0328590125238966	162	7857999.9553125
20211014 175427	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	22	TRUE	0.0726293034740537	0.364562815602054	4489	854	5	82	0.0292219381529453	163	7805624.95745
20211014 175439	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	25	TRUE	0.0582210048389249	0.521923097710894	5467	662	11	62	0.0312996593759017	164	7920624.956525
20211014 175448	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	7	TRUE	0.087466157893315	0.788727913989173	5773	11	13	7	0.032574334973566	165	7764624.9555125
20211014 175459	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	12	TRUE	0.0344355366305262	0.445160498028202	3572	322	14	54	0.0333688827621975	166	7894374.9566375
20211014 175519	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	68	TRUE	0.0207777774932235	0.856752980660647	6960	80	14	81	0.0311636939795597	167	7883124.9563125
20211014 175530	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	14	TRUE	0.0662455778328329	0.632203211943549	7166	44	18	36	0.0292006935590632	168	7920624.9565
20211014 175548	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	112	TRUE	0.0826758197845705	0.181689126652363	4423	1015	12	9	0.0308322783266398	169	7886124.955775
20211014 175559	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	23	TRUE	0.062307684786506	0.915238630918064	5640	631	10	33	0.0312996593765391	170	7856874.956325
20211014 175642	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	342	TRUE	0.0628285158419982	0.274668643199769	5698	466	10	88	0.0334538611356017	171	7911374.95495
20211014 175657	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	43	TRUE	0.0924567937741987	0.980204846411175	5851	83	0	57	0.0305815921233765	172	7878124.9562
20211014 175717	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	79	TRUE	0.060447925340198	0.884952574387006	7483	604	8	43	0.0314738650415716	173	7893249.956075
20211014 175726	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	16	TRUE	0.0549192874475196	0.276728620136762	3232	568	20	8	0.0310447242569637	174	7819749.956525
