fecha	cp	minsplit	minbucket	maxdepth	xval_folds	ganancia
20210908 072326	-0.999955730290561	7994	1999	18	5	2630000
20210908 072420	-0.99951230497039	3765	1878	8	5	2420000
20210908 072455	0.0999221762153564	7990	1349	8	5	0
20210908 072616	-0.00498233905931491	6204	906	19	5	2630000
20210908 072702	-0.651859018241263	7993	40	4	5	2630000
20210908 072750	-0.788715624311692	7732	511	3	5	2084375
20210908 072928	-0.204925026713962	5435	1673	20	5	2588750
20210908 073008	-0.0139820933534606	7997	493	3	5	2630000
20210908 073108	-0.273517883537673	2961	1193	6	5	2935937.5
20210908 073347	-0.999806318419267	7976	2	5	5	3600000
20210908 073519	-0.0122849017665516	2020	1005	16	5	4256250
20210908 073605	-0.202687884507528	4598	1932	4	5	2072500
20210908 073705	-0.485629770189789	7999	1218	8	5	2630000
20210908 073810	-0.73235809434929	7958	1378	8	5	2757812.5
20210908 073923	-0.890629175955696	7999	1276	17	5	2630000
20210908 074034	-0.795998918285451	7101	1801	14	5	2630000
20210908 074144	-0.519097225703738	7749	1106	13	5	2630000
20210908 074242	-0.734662423158798	6628	1544	6	5	2314062.5
20210908 074353	-0.820807502682774	7998	982	9	5	2630000
20210908 074456	-0.710657123772295	2092	1042	8	5	4431250
20210908 074551	-0.0244212787210122	1279	479	6	5	5156250
20210908 074704	-0.693639038614083	7933	1069	16	5	2314062.5
20210908 074805	-0.203294921981671	7169	272	12	5	3608333.33333333
20210908 075147	-0.574873688052921	6560	1865	8	5	2314062.5
20210908 075400	-0.680412222698517	2973	1482	7	5	2387500
20210908 075513	-0.309685643741542	7956	1935	7	5	2314062.5
20210908 075604	-0.614154030681245	7982	1047	5	5	2630000
20210908 075700	-0.964723546224591	2799	1399	6	5	3688750
20210908 075811	-0.231399714997878	6828	1369	18	5	2630000
20210908 075916	-0.025560574221106	7949	1038	9	5	2630000
20210908 080006	-0.45440519798046	2831	1411	5	5	2836250
20210908 080055	-0.243353290989105	7976	261	6	5	3608333.33333333
20210908 080158	-0.00973221944280222	7996	265	9	5	2630000
20210908 080301	-0.379905313685118	7608	13	9	5	2497500
20210908 080410	-0.941975880465657	7918	1407	14	5	2630000
20210908 080513	-0.00637910835458607	6990	1750	18	5	2084375
20210908 080619	0.0999285329037375	6591	1456	15	5	0
20210908 080735	-0.765843577051977	7158	810	14	5	2630000
20210908 080850	-0.00637126953702351	7155	705	18	5	2630000
20210908 080955	-0.58860539795765	7996	861	9	5	2757812.5
20210908 081042	-0.0207290009692673	3026	267	4	5	2927500
20210908 081129	-0.608565531852068	3834	1905	4	5	2061250
20210908 081219	-0.86412940603122	7997	1770	5	5	2630000
20210908 081337	-0.0115558295624136	3349	1670	15	5	3132500
20210908 081451	-0.321256813955968	2850	1418	14	5	3788750
20210908 081605	-0.980904482729063	3384	1692	16	5	3051250
20210908 081720	-0.200493612798714	7232	3	7	5	2190625
20210908 081824	-0.999345152331706	2902	1	8	5	3532500
20210908 081934	-0.402009400392278	4373	1851	12	5	2262500
