fecha	objective	metric	first_metric_only	boost_from_average	feature_pre_filter	verbosity	seed	max_depth	min_gain_to_split	lambda_l2	max_bin	num_iterations	force_row_wise	learning_rate	feature_fraction	min_data_in_leaf	num_leaves	lambda_l1	prob_corte	ganancia
20211010 141433	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	31	168	TRUE	0.0647241004424503	0.235402147627019	3584	262	0.852961188093553	0.0439202142807517	7838750
20211010 142833	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	31	1023	TRUE	0.0103704591655052	0.214119397265937	1719	663	0.417670033378929	0.042071278071249	8238750
20211010 144339	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	31	886	TRUE	0.0119090937551049	0.668121427110827	3486	220	0.183608169840359	0.0442274525862672	8210000
20211010 144844	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	31	402	TRUE	0.035518585673884	0.202477817370718	2678	727	0.869914577140007	0.0406067834799997	8040000
20211010 145514	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	31	316	TRUE	0.0276627278099092	0.493977667107755	3395	22	0.217510081956123	0.0445173267892199	7923750
20211010 150341	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	31	546	TRUE	0.0154149499331081	0.226421360124211	2130	657	0.798865552189989	0.0416485725870755	7866250
20211010 151621	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	31	883	TRUE	0.0100277909054791	0.204413239707859	2030	767	0.225035635529166	0.0425562133257064	7925000
20211010 152127	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	31	330	TRUE	0.0425824491245402	0.301328517853272	2663	872	0.436034747610512	0.0416380772037905	7863750
20211010 153336	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	31	312	TRUE	0.0101571166941085	0.530004540078117	1394	616	0.53605954253042	0.0427905210597293	7762500
20211010 154038	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	31	467	TRUE	0.022759590872151	0.239936909259601	1659	541	0.456710030703908	0.0399709275036681	7910000
20211010 154817	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	31	325	TRUE	0.0255541706283582	0.484410300638918	1996	158	0.204927919815813	0.0433671524989259	7917500
20211010 155323	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	31	337	TRUE	0.0224866453178915	0.685993152318919	2145	18	0.988415453798149	0.0447515666144199	7655000
20211010 160249	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	31	456	TRUE	0.0246049366770715	0.52672550604993	3272	246	0.962074240470752	0.0416801526465521	8145000
20211010 161525	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	31	651	TRUE	0.0215635442503856	0.532842512159368	3407	243	0.956122368134217	0.0460985172199353	7871250
20211010 161924	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	31	160	TRUE	0.0672385073723345	0.586886101702191	2278	220	0.923889942368289	0.041956000373373	7913750
20211010 163145	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	31	717	TRUE	0.0148787135543745	0.64197882685661	3229	233	0.995435435858314	0.0417971570513874	7897500
20211010 164138	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	31	501	TRUE	0.029318319201801	0.547022532556256	3216	65	0.395463580907404	0.0433307138691351	7796250
20211010 164459	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	31	173	TRUE	0.0664333025875554	0.768417278676916	3772	197	0.254565613640097	0.0444766993113672	7865000
20211010 165015	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	31	302	TRUE	0.0277501071537116	0.315957942794265	5156	646	0.45440166771299	0.0403699685939303	7646250
20211010 165700	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	31	324	TRUE	0.0395681097162633	0.525958455489498	3242	715	0.658524817155787	0.0424730499038144	7961250
20211010 165953	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	31	177	TRUE	0.055380952117808	0.201902427761489	1504	394	0.964134153705939	0.0431153964040405	7843750
20211010 170236	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	31	169	TRUE	0.0602869144367203	0.218111364687635	2820	737	0.38142488895329	0.0414491148987517	7816250
20211010 171542	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	31	744	TRUE	0.0121317072935095	0.259743070181937	2506	431	0.441932447414863	0.0417265297729735	8015000
20211010 172042	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	31	201	TRUE	0.0283312000517746	0.355038828550342	1720	302	0.999648237288314	0.0415247785802969	8118750
20211010 172637	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	31	254	TRUE	0.0352014120317687	0.459086764628635	2259	693	0.97283939922138	0.0412589486101373	7642500
20211010 173055	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	31	269	TRUE	0.0325460552438014	0.203780636046093	2273	729	0.572352957861615	0.0419930673257683	8080000
20211010 173258	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	31	60	TRUE	0.0431585958490101	0.658820665677941	2413	19	0.202184190618453	0.0437539582754307	7731250
