fecha	objective	metric	first_metric_only	boost_from_average	feature_pre_filter	verbosity	seed	max_depth	min_gain_to_split	num_iterations	force_row_wise	learning_rate	feature_fraction	min_data_in_leaf	num_leaves	lambda_l1	lambda_l2	max_bin	ratio_corte	iteracion_bayesiana	ganancia
20211014 224859	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	29	TRUE	0.0201317777202215	0.493260522807457	3457	288	20	92	35	0.0351343084619055	150	8307499.9549375
20211014 224913	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	32	TRUE	0.0564666134662426	0.987991243694175	7268	171	20	88	65	0.0326805579393653	151	8233874.955675
20211014 224932	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	46	TRUE	0.0204040543042496	0.67721166084877	7738	948	20	98	35	0.0337958990864187	152	8296249.9552
20211014 224951	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	56	TRUE	0.0609109274732981	0.86686400386876	2819	384	0	100	65	0.0313124061292993	153	8394124.95685
20211014 225009	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	55	TRUE	0.0683125102411496	0.61766729108701	4273	86	4	71	65	0.0305221072605914	154	8232249.95725
20211014 225028	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	65	TRUE	0.0476643831194715	0.523247700886197	443	100	17	0	59	0.0337640321952767	155	8179374.955575
20211014 225041	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	18	TRUE	0.0999179227796324	0.923440060964622	7565	624	1	58	61	0.0317160534022258	156	8075624.9566
20211014 225050	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	6	TRUE	0.0910202204471366	0.426778065486257	6160	1015	20	87	35	0.0332201706065094	157	8125624.9561125
20211014 225105	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	83	TRUE	0.0997639152977233	0.100982525296791	7293	964	20	92	65	0.0350939437309163	158	7881749.9551125
20211014 225115	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	2	TRUE	0.0738791525850453	0.731261260737277	1252	271	20	0	26	0.0341039456848572	159	8295874.9559125
20211014 225127	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	18	TRUE	0.0997307227602136	0.730258019786235	688	11	0	47	24	0.0378557408608177	160	7940249.954825
20211014 225139	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	27	TRUE	0.0991607992488023	0.378183542504143	487	986	20	1	26	0.0326550644247097	161	7964374.9565
20211014 225149	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	23	TRUE	0.070470625511486	0.110342659261965	116	8	17	99	26	0.032608326313835	162	7940624.95865
20211014 225234	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	212	TRUE	0.0201710672901777	0.931050764332933	103	984	17	65	53	0.0316820620538838	163	8081374.9565
20211014 225307	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	129	TRUE	0.039493925150557	0.617970111080851	105	543	8	71	56	0.0306198323878181	164	8266874.9576875
20211014 225318	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	17	TRUE	0.0998135431456228	0.97733382232731	4691	15	20	0	54	0.0333093979002622	165	8216124.95535
20211014 225335	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	50	TRUE	0.0978946904067888	0.849465918105267	2879	153	8	100	57	0.0309979861509753	166	8130874.95705
20211014 225348	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	21	TRUE	0.0224341977869982	0.1001238127469	6256	479	20	0	27	0.0359479763812706	167	7839374.95525
20211014 225406	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	53	TRUE	0.0231938294080782	0.150678821376971	153	193	0	96	65	0.0296425810968562	168	7830749.958025
20211014 225422	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	1	TRUE	0.0853053915978212	0.997626322828626	760	616	0	0	36	0.0330374671046038	169	8050624.956
20211014 225433	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	11	TRUE	0.0880995982992268	0.651388255567666	7906	139	9	60	53	0.0300122370193163	170	8160874.960325
20211014 225449	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	17	TRUE	0.0460137236407743	0.995894703294025	156	970	8	0	59	0.0343418851302616	171	8072624.9559625
20211014 225524	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	147	TRUE	0.0200654656601077	0.971875013736652	231	952	15	85	36	0.0319582417652169	172	8254624.9567625
20211014 225542	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	28	TRUE	0.0205502129869525	0.881906224776139	6285	237	17	74	36	0.0315588434113642	173	8248124.956975
20211014 225600	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	11	TRUE	0.0202537347489729	0.733429378866638	2172	1015	20	1	36	0.0315758390868099	174	8218124.9567875
20211014 225614	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	12	TRUE	0.0766950212571882	0.532213285227619	476	1012	0	100	26	0.0332371662802555	175	8041374.956425
20211014 225626	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	17	TRUE	0.0245704393442499	0.132331701556842	2214	814	20	100	36	0.0319157525791521	176	8084624.957225
20211014 225648	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	40	TRUE	0.0200865815690752	0.993268870861602	311	173	3	94	34	0.0323746357949401	177	8143374.956175
20211014 225659	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	7	TRUE	0.0932641418488339	0.942301146827709	6023	54	1	80	36	0.0325615882125204	178	8272374.9571125
